case,activity,resource,timestamp,Variant,Variant index,(case) IDofConceptCase,(case) Includes_subCases,responsibleactor,sumleges,(case) caseProcedure,casestatus,casetype,landregisterid,lastphase,parts,requestComplete,(case) termName,action_code,activityNameNL,concept:name,dateFinished,dateStop,dueDate,lifecycle:transition,monitoringResource,planned,question
2876753,send confirmation receipt,560872,2010-11-26 11:17:18.000,Variant 2,2,2878133.0,N,560912.0,,,G,557669,,Procedure afgebroken,Bouw,True,,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,11/26/10 11:20,,2010-11-25T15:00:16+01:00,complete,560925,2010-11-24T15:00:16+01:00,EMPTY
5300846,phase application received,560872,2012-07-16 12:00:23.000,Variant 829,829,5300987.0,J,4901428.0,304.8288,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,07/16/12 12:00,,,complete,560464,,EMPTY
6656063,set decision status,2670601,2013-06-11 00:00:00.000,Variant 924,924,6656204.0,J,2670601.0,,,G,557669,,Buiten behandeling gelaten,"Handelen in strijd met regels RO,Bouw",False,Termijn ter inzage buiten behandeling,08_AWB45_070_1a,instellen besluitstatus,08_AWB45_070_1a,06/11/13 00:00,,,complete,2670601,2013-06-12T14:39:45+02:00,EMPTY
5736755,register objection and appeal periods,560890,2012-10-19 08:16:06.000,Variant 841,841,5737135.0,J,560464.0,445.98914,,O,557669,,Beschikking verzonden,"Reclame,Handelen in strijd met regels RO",False,Termijn bezwaar en beroep 1,01_HOOFD_500,registreren bezwaar beroepstermijn,01_HOOFD_500,10/19/12 08:16,,,complete,560890,,42
2902319,by law,560881,2011-02-08 10:07:42.000,Variant 360,360,,J,4901428.0,116.79765,,G,557669,,Vergunning verleend,Sloop,True,,01_HOOFD_480,van rechtswege,01_HOOFD_480,02/08/11 10:08,,,complete,560872,2011-02-09T10:07:40+01:00,FALSE
3488197,decided on draft decision environmental permit,560890,2011-09-13 12:24:05.000,Variant 504,504,3488460.0,J,560464.0,3071.4705,Uitgebreid,O,557669,,Vergunning verleend,"Monument,Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_451,besloten op ontwerpbeschikking omgevingsvergunning,01_HOOFD_451,09/13/11 12:24,,,complete,560894,2011-09-14T12:23:55+02:00,TRUE
5808114,send design decision to stakeholders,560890,2012-10-12 11:02:49.000,Variant 851,851,5809155.0,J,4901428.0,268.2426,,G,557669,,Beschikking verzonden,"Monument,Bouw",True,Termijn bezwaar en beroep 1,10_UOV_050_1,afschrift ontwerpbeschikking aan belanghebbenden,10_UOV_050_1,10/12/12 11:03,,,complete,560890,2012-10-13T11:02:04+02:00,EMPTY
4312693,phase application receptive,2670601,2012-01-24 18:05:15.000,Variant 670,670,,J,4901428.0,173.34608,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_195,fase aanvraag ontvankelijk,01_HOOFD_195,01/24/12 18:07,,,complete,560464,,EMPTY
5951292,phase application received,560872,2012-10-11 08:39:19.000,Variant 37,37,5951432.0,J,4901428.0,2095.698,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,10/30/12 09:51,,,complete,2670601,,EMPTY
6038724,procedure change after completeness,2670601,2013-01-15 16:38:49.000,Variant 876,876,6038865.0,J,4901428.0,187.989,,O,557669,,Beschikking verzonden,Handelen in strijd met regels RO,False,Termijn bezwaar en beroep 1,01_HOOFD_196,procedureverandering na volledigheid,01_HOOFD_196,01/15/13 16:44,,,complete,2670601,2013-01-16T16:38:42+01:00,FALSE
9837234,send letter in progress,2670601,2014-04-15 00:00:00.000,Variant 166,166,,,560464.0,541.46735,,O,557669,,Besluit onherroepelijk,"Bouw,Sloop",True,,01_HOOFD_200,brief in behandeling versturen,01_HOOFD_200,04/15/14 00:00,,,complete,2670601,2014-04-16T09:45:05+02:00,FALSE
10948750,phase advice known,560890,2014-10-24 00:00:00.000,Variant 236,236,10948952.0,,560912.0,397.053,,O,557669,,Beschikking verzonden,Reclame,True,Termijn bezwaar en beroep 1,01_HOOFD_375,fase advies bekend,01_HOOFD_375,10/24/14 00:00,,,complete,560912,2014-10-27T09:31:03+01:00,EMPTY
4474902,transcript decision environmental permit to stakeholders,560890,2012-06-22 10:33:11.000,Variant 684,684,,J,560464.0,609.2951,,O,557669,,Beschikking verzonden,Brandveilig gebruik (vergunning),True,Termijn bezwaar en beroep 1,01_HOOFD_510_1,afschrift beschikking omgevingsvergunning aan belanghebbenden,01_HOOFD_510_1,06/22/12 10:35,,,complete,560894,2012-06-23T10:33:05+02:00,EMPTY
7261122,phase advice known,3273854,2013-05-03 00:00:00.000,Variant 968,968,7261262.0,J,560464.0,154.6062,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_375,fase advies bekend,01_HOOFD_375,05/03/13 00:00,,,complete,3273854,2013-05-04T09:31:01+02:00,EMPTY
3651397,phase application received,560912,2011-07-26 14:19:54.000,Variant 548,548,3651540.0,J,2670601.0,1679.3066,,G,557669,3651396.0,Procedure afgebroken,Bouw,True,,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,07/26/11 14:26,,,complete,2670601,,EMPTY
11903517,submit decision,11744364,2014-12-04 00:00:00.000,Variant 282,282,11905158.0,,560912.0,157.09305,,O,557669,11903516.0,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_491,beschikking voorleggen,01_HOOFD_491,12/04/14 00:00,,,complete,2670601,2014-12-05T10:02:02+01:00,FALSE
4022302,registration date publication,560872,2011-11-09 00:00:00.000,Variant 621,621,,J,4901428.0,150.054,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_101,registratie datum publicatie,01_HOOFD_101,10/31/11 08:34,,,complete,560872,,09/11/11 00:00
7830722,create subcases completeness,3273854,2013-07-30 00:00:00.000,Variant 1002,1002,7830863.0,J,560464.0,451.3422,,O,557669,,Beschikking verzonden,"Bouw,Handelen in strijd met regels RO",False,Termijn bezwaar en beroep 1,01_HOOFD_110_0,deelzaken volledigheid aanmaken,01_HOOFD_110_0,07/30/13 00:00,,,complete,2670601,2013-07-06T10:26:50+02:00,FALSE
9622266,enter senddate decision procedure term extension,2670601,2014-04-18 11:09:33.000,Variant 1072,1072,9622410.0,,560464.0,4744.4126,,O,557669,4804776.0,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,06_VD_060_2,invoeren verzenddatum beschikking verlengen proceduretermijn,06_VD_060_2,04/18/14 00:00,,,complete,2670601,2014-04-21T11:09:33+02:00,EMPTY
7945125,registration date publication,560912,2013-07-31 00:00:00.000,Variant 1007,1007,7946707.0,J,4901428.0,,,G,557669,,Zaak afgehandeld,Bouw,True,,01_HOOFD_101,registratie datum publicatie,01_HOOFD_101,07/31/13 00:00,,,complete,560912,2013-08-01T09:32:39+02:00,EMPTY
3838356,terminate on request,560872,2011-09-12 15:34:47.000,Variant 581,581,,J,4901428.0,345.63,,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,05_EIND_010,beeindigen op verzoek,05_EIND_010,09/12/11 15:34,,,complete,560872,2011-09-13T15:30:09+02:00,FALSE
4393000,phase application receptive,3273854,2012-02-10 08:02:18.000,Variant 682,682,4393203.0,J,4901428.0,1079.1495,,G,557669,4343198.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_195,fase aanvraag ontvankelijk,01_HOOFD_195,02/10/12 08:27,,,complete,560464,,EMPTY
5844473,procedure change,560872,2012-09-13 14:32:09.000,Variant 112,112,,J,4901428.0,,,G,557669,,Zaak afgehandeld,Kap,True,,01_HOOFD_180,procedure verandering,01_HOOFD_180,09/13/12 14:44,,,complete,560872,2012-09-14T14:32:05+02:00,FALSE
8995404,send confirmation receipt,560872,2013-12-12 00:00:00.000,Variant 151,151,8995546.0,J,4901428.0,154.6062,,G,557669,,Zaak afgehandeld,"Bouw,Reclame",True,,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,12/12/13 00:00,,,complete,2670601,2013-12-13T12:28:34+01:00,EMPTY
5303092,creating decision suspension art. 33 WABO,2670601,2012-09-18 15:48:21.000,Variant 831,831,5303433.0,J,560464.0,11610.26,,O,557669,716718.0,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,11_AH_II_040,aanmaken besluit aanhouding 33 WABO,11_AH_II_040,09/18/12 15:48,,,complete,560464,,EMPTY
5042955,investigate BAG objects,3273854,2012-05-29 16:56:49.000,Variant 782,782,,J,4901428.0,151.5714,,G,557669,,Besluit genomen,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_055,BAG objecten onderzoeken,01_HOOFD_055,05/29/12 16:57,,,complete,3273854,2012-05-22T12:22:37+02:00,EMPTY
10339356,send confirmation receipt,9264148,2014-05-15 00:00:00.000,Variant 9,9,10339498.0,,4901428.0,157.09305,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_020,versturen ontvangstbevestiging,01_HOOFD_020,05/15/14 00:00,,,complete,2670601,2014-05-16T11:45:54+02:00,TRUE
7358567,completed subcases content,2670601,2013-06-24 00:00:00.000,Variant 973,973,7359228.0,J,4901428.0,449.6562,,G,557669,,Beschikking verzonden,"Bouw,Handelen in strijd met regels RO",False,Termijn bezwaar en beroep 1,01_HOOFD_250_2,deelzaken inhoudelijkheid afgerond,01_HOOFD_250_2,06/24/13 00:00,,,complete,2670601,2013-06-25T11:31:11+02:00,EMPTY
3707973,continue or abort mutation BAG objects,560890,2011-09-20 12:32:58.000,Variant 553,553,3708116.0,J,4901428.0,1742.5822,,G,557669,,Vergunning verleend,"Bouw,Sloop",False,Termijn bezwaar en beroep 1,01_HOOFD_505,mutatie BAG objecten doorvoeren of afbreken,01_HOOFD_505,09/20/11 12:33,,,complete,560890,,EMPTY
3542272,completed subcases content,3273854,2011-06-27 11:34:53.000,Variant 517,517,3542315.0,N,560464.0,,,O,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_260,deelzaken inhoudelijkheid afgerond,01_HOOFD_260,06/27/11 11:43,,,complete,3273854,2011-06-28T11:34:53+02:00,EMPTY
6168136,regular procedure without MER,560872,2012-11-15 11:04:28.000,Variant 880,880,,J,560464.0,603.4194,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,04_BPT_005,reguliere procedure zonder MER,04_BPT_005,11/15/12 11:05,,,complete,3273854,2012-11-16T11:04:27+01:00,TRUE
6196539,enter senddate decision,560890,2012-12-04 00:00:00.000,Variant 882,882,6196679.0,J,4901428.0,151.5714,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_4,invoeren verzenddatum beschikking,01_HOOFD_510_4,11/30/12 08:39,,,complete,560890,2012-12-01T08:38:59+01:00,EMPTY
5927193,registrer date of publishing received request,560912,2012-10-04 11:49:55.000,Variant 865,865,5928354.0,J,560464.0,0.0,,O,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_100,registratie datum publicatie ingekomen aanvraag,01_HOOFD_100,10/04/12 11:50,,,complete,560912,2012-10-05T11:49:10+02:00,EMPTY
4190319,treat subcases completeness,2670601,2011-12-29 12:23:10.000,Variant 656,656,,J,560464.0,5652.02,,O,557669,,Vergunning verleend,"Bouw,Monument",False,Termijn bezwaar en beroep 1,01_HOOFD_110,behandelen deelzaken volledigheid,01_HOOFD_110,12/29/11 12:33,,,complete,2670601,2011-12-07T12:44:43+01:00,EMPTY
3707973,treat subcases completeness,3273854,2011-08-16 09:42:11.000,Variant 553,553,3708116.0,J,4901428.0,1742.5822,,G,557669,,Vergunning verleend,"Bouw,Sloop",False,Termijn bezwaar en beroep 1,01_HOOFD_110,behandelen deelzaken volledigheid,01_HOOFD_110,08/16/11 09:47,,,complete,2670601,2011-08-12T12:38:58+02:00,EMPTY
5841335,treat subcases completeness,3273854,2012-10-01 12:22:37.000,Variant 856,856,5841675.0,J,4901428.0,151.5714,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_110_1,behandelen deelzaken volledigheid,01_HOOFD_110_1,10/01/12 12:23,,,complete,3273854,2012-09-14T10:59:29+02:00,EMPTY
11800377,enter senddate decision environmental permit,560912,2014-12-09 00:00:00.000,Variant 281,281,11800518.0,,560912.0,8854.366,,O,557669,11800376.0,Beschikking verzonden,"Bouw,Inrit/Uitweg,Kap",True,Termijn bezwaar en beroep 1,01_HOOFD_510_3,invoeren verzenddatum beschikking omgevingsvergunning,01_HOOFD_510_3,12/09/14 00:00,,,complete,560912,2014-12-10T13:30:10+01:00,EMPTY
4692256,phase decision taken,560890,2012-04-13 12:29:18.000,Variant 724,724,,J,560464.0,699.2769,,O,557669,,Vergunning verleend,"Bouw,Handelen in strijd met regels RO",True,Termijn bezwaar en beroep 1,01_HOOFD_495,fase besluit genomen,01_HOOFD_495,04/13/12 12:31,,,complete,560464,,EMPTY
3445877,phase application received,3273854,2011-08-19 15:30:55.000,Variant 79,79,3446379.0,J,560464.0,13657.78,,O,557669,,Vergunning verleend,Bouw,False,Termijn bezwaar en beroep 2,01_HOOFD_015,fase aanvraag ontvangen,01_HOOFD_015,02/07/12 14:59,,,complete,3273854,2011-08-20T15:12:55+02:00,EMPTY
4190319,procedure change,2670601,2011-12-29 12:23:14.000,Variant 656,656,,J,560464.0,5652.02,,O,557669,,Vergunning verleend,"Bouw,Monument",False,Termijn bezwaar en beroep 1,01_HOOFD_180,procedure verandering,01_HOOFD_180,12/29/11 12:33,,,complete,2670601,2011-12-30T12:23:12+01:00,FALSE
2946363,WAW permit aspect,560890,2010-12-21 16:45:26.000,Variant 369,369,2947783.0,J,560464.0,19060.559,Regulier,O,557669,,Vergunning verleend,Bouw,True,,01_HOOFD_270,WAW vergunningsaspect,01_HOOFD_270,12/21/10 16:53,,,complete,560925,2010-12-22T16:45:21+01:00,FALSE
10563369,publish,560872,2014-06-06 00:00:00.000,Variant 218,218,,,4901428.0,,,G,557669,,Buiten behandeling gelaten,Aanleg (Uitvoeren werk of werkzaamheid),False,Termijn tot bezwaar buiten behandeling,01_HOOFD_090,publiceren,01_HOOFD_090,06/06/14 00:00,,,complete,2670601,2014-06-09T10:29:24+02:00,TRUE
4747525,treat subcases completeness,3273854,2012-03-29 16:03:17.000,Variant 732,732,4747767.0,J,4901428.0,279.2859,Regulier,G,557669,,Vergunning verleend,Sloop,True,Termijn bezwaar en beroep 1,01_HOOFD_110,behandelen deelzaken volledigheid,01_HOOFD_110,03/29/12 16:14,,,complete,3273854,2012-03-20T09:31:07+01:00,EMPTY
5258482,enter date termination request received,560912,2012-08-21 11:48:20.000,Variant 818,818,5258623.0,J,3273854.0,,,G,557669,,Zaak afgehandeld,Bouw,True,,05_EIND_020,invoeren datum ontvangst verzoek beeindiging,05_EIND_020,08/21/12 11:48,,,complete,3273854,2012-08-22T11:48:12+02:00,20-8-2012 0:00:00
5106291,date decision for inspection,560872,2013-02-07 00:00:00.000,Variant 185,185,5106432.0,J,4901428.0,,Uitgebreid,G,557669,,Zaak afgehandeld,Milieu (vergunning),True,,01_HOOFD_516,datum beschikking ter inzage,01_HOOFD_516,01/31/13 15:54,,,complete,560462,2013-02-01T15:54:17+01:00,EMPTY
5211612,article 34  WABO applies,560872,2012-12-03 15:13:11.000,Variant 106,106,5211753.0,J,4901428.0,,,G,557669,,Zaak afgehandeld,Milieu (vergunning),False,,09_AH_I_010,artikel 34 WABO van toepassing,09_AH_I_010,12/03/12 15:14,,,complete,560950,2012-12-04T15:13:08+01:00,FALSE
3648178,applicant is stakeholder,560912,2011-07-26 10:25:04.000,Variant 545,545,3648321.0,J,560464.0,29926.248,,O,557669,715996.0,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,03_GBH_005,aanvrager is belanghebbende,03_GBH_005,07/26/11 10:26,,,complete,2670601,2011-07-27T10:19:51+02:00,TRUE
3256221,register submission date request,560462,2015-08-01 00:00:00.000,Variant 435,435,,J,560462.0,,Uitgebreid,T,557669,,Aanvraag ontvangen,"Bouw,Kap,Milieu (neutraal wijziging),Flora en Fauna,Milieu (vergunning)",True,,01_HOOFD_010,registratie datum binnenkomst aanvraag,01_HOOFD_010,11/25/13 00:00,,2012-12-25T11:56:52+01:00,complete,560462,2012-12-21T11:56:52+01:00,EMPTY
4569458,register date environmental permit decision,560925,2012-02-14 10:59:51.000,Variant 698,698,4569681.0,J,4901428.0,2735.8384,,G,557669,3745804.0,Vergunning verleend,"Bouw,Inrit/Uitweg",True,Termijn bezwaar en beroep 1,01_HOOFD_491,registreren datum besluit omgevingsvergunning,01_HOOFD_491,03/09/12 12:13,,,complete,560890,2012-02-15T10:59:51+01:00,EMPTY
8621787,forward to the competent authority,560925,2013-10-29 00:00:00.000,Variant 31,31,8621929.0,J,560464.0,218.89339,,O,557669,,Beschikking verzonden,"Bouw,Handelen in strijd met regels RO",True,Termijn bezwaar en beroep 1,02_DRZ_010,doorsturen aan bevoegd gezag,02_DRZ_010,10/29/13 00:00,,2013-11-05T12:49:41+01:00,complete,2670601,2013-10-30T12:49:41+01:00,FALSE
3479896,registrer date of publishing received request,560462,2011-08-11 11:57:57.000,Variant 500,500,3480007.0,J,4901428.0,889.1964,Uitgebreid,G,557669,,Besluit onherroepelijk,"Milieu (vergunning),Bouw",True,Termijn tot besluit na geen zienswijzen,01_HOOFD_100,registratie datum publicatie ingekomen aanvraag,01_HOOFD_100,09/11/12 10:35,,,complete,560462,2011-06-07T11:52:40+02:00,EMPTY
5327966,send confirmation receipt,560912,2012-07-24 14:22:57.000,Variant 834,834,5328146.0,J,4901428.0,1920.6069,,G,557669,,Beschikking verzonden,"Bouw,Kap",False,Termijn bezwaar en beroep 1,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,07/24/12 14:27,,,complete,560912,2012-07-25T14:20:11+02:00,EMPTY
9082329,receive additional information,9264148,2014-02-11 00:00:00.000,Variant 155,155,9082470.0,J,4901428.0,646.70746,,G,557669,,Besluit onherroepelijk,"Bouw,Handelen in strijd met regels RO",False,,08_AWB45_030,aanvullende gegevens ontvangen,08_AWB45_030,02/11/14 00:00,,,complete,2670601,2014-01-18T08:12:03+01:00,TRUE
5084537,treat subcases completeness,3273854,2012-06-07 17:14:37.000,Variant 790,790,5084718.0,J,4901428.0,1681.9536,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_110_1,behandelen deelzaken volledigheid,01_HOOFD_110_1,06/07/12 17:15,,,complete,3273854,2012-06-01T09:21:30+02:00,EMPTY
2955625,enter objectionterm,560890,2011-06-07 15:35:26.000,Variant 371,371,2955648.0,J,4901428.0,5041.8564,,G,557669,,Vergunning verleend,"Bouw,Sloop",True,,06_VD_050,registreren bezwaartermijn,06_VD_050,06/07/11 15:37,,,complete,560464,2011-06-08T15:35:20+02:00,42
7139064,send letter in progress,3273854,2013-06-24 00:00:00.000,Variant 960,960,7139204.0,J,560464.0,1516.3884,,O,557669,,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_200,brief in behandeling versturen,01_HOOFD_200,06/24/13 00:00,,,complete,3273854,2013-06-25T14:31:33+02:00,FALSE
9043775,assessment of content completed,560872,2014-01-03 00:00:00.000,Variant 40,40,,J,10716070.0,213.6162,,O,557669,,Procedure hervat,Kap,True,,01_HOOFD_370,inhoudelijke beoordeling afgerond,01_HOOFD_370,01/03/14 00:00,,,complete,4676959,2014-01-04T11:44:19+01:00,EMPTY
6663791,creating cover letter decision,560872,2013-04-11 13:49:42.000,Variant 120,120,6663932.0,J,560464.0,6998.08,,O,557669,,Zaak afgehandeld,"Milieu (vergunning),Bouw",True,,01_HOOFD_510_0,begeleidende brief beschikking aanmaken,01_HOOFD_510_0,04/11/13 13:49,,,complete,560950,2013-04-12T13:49:35+02:00,TRUE
8146758,creating cover letter decision,560890,2013-09-10 00:00:00.000,Variant 1015,1015,8147338.0,J,560464.0,154.6062,,O,557669,,Beschikking verzonden,Reclame,True,Termijn bezwaar en beroep 1,01_HOOFD_510_0,begeleidende brief beschikking aanmaken,01_HOOFD_510_0,09/10/13 00:00,,,complete,560890,2013-09-11T12:12:50+02:00,TRUE
8320951,creating cover letter decision,560890,2013-10-15 00:00:00.000,Variant 28,28,8321092.0,J,4901428.0,324.555,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_510_0,begeleidende brief beschikking aanmaken,01_HOOFD_510_0,10/15/13 00:00,,,complete,560890,2013-10-16T08:34:27+02:00,TRUE
3851157,request complete,3273854,2011-10-03 10:20:21.000,Variant 583,583,,J,4901428.0,429.46634,,G,557669,,Vergunning verleend,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_190,aanvraag volledig,01_HOOFD_190,10/03/11 10:28,,,complete,3273854,2011-10-04T10:20:20+02:00,TRUE
4305354,enter senddate procedure confirmation,560912,2011-12-21 11:02:05.000,Variant 669,669,4306197.0,J,560950.0,,,G,557669,,Procedure afgebroken,Milieu (vergunning),False,,01_HOOFD_065_2,invoeren verzenddatum procedurebevestiging,01_HOOFD_065_2,12/21/11 11:03,,,complete,560462,2011-12-22T11:02:05+01:00,EMPTY
7030598,generating decision environmental permit,560890,2013-05-03 00:00:00.000,Variant 945,945,7030739.0,J,4901428.0,1025.8467,,G,557669,,Beschikking verzonden,Bouw,True,Termijn bezwaar en beroep 1,01_HOOFD_490_4,genereren beschikking omgevingsvergunning,01_HOOFD_490_4,05/03/13 00:00,,,complete,3273854,2013-04-26T15:34:56+02:00,EMPTY
5290260,send confirmation receipt,560872,2012-07-12 10:44:23.000,Variant 825,825,,J,2670601.0,,,G,557669,,Buiten behandeling gelaten,Bouw,False,Termijn ter inzage buiten behandeling,01_HOOFD_030_1,versturen ontvangstbevestiging,01_HOOFD_030_1,07/12/12 11:15,,,complete,2670601,2012-07-13T10:40:30+02:00,EMPTY
9011176,assessment of content completed,2670601,2014-03-04 00:00:00.000,Variant 1048,1048,9011318.0,J,4901428.0,12998.857,,O,557669,9011175.0,Beschikking verzonden,Bouw,False,Termijn bezwaar en beroep 1,01_HOOFD_370,inhoudelijke beoordeling afgerond,01_HOOFD_370,03/04/14 00:00,,,complete,2670601,2014-03-05T09:44:35+01:00,EMPTY
3184036,registrer date of publishing received request,2670601,2011-03-02 00:00:00.000,Variant 424,424,3184078.0,J,4901428.0,13743.454,,G,557669,,Vergunning verleend,"Milieu (neutraal wijziging),Bouw",True,Termijn bezwaar en beroep 1,01_HOOFD_100,registratie datum publicatie ingekomen aanvraag,01_HOOFD_100,07/28/11 11:25,,,complete,560872,2011-04-06T10:05:38+02:00,EMPTY
